0	C=O
0	O
0	C#N
0	N
0	C#C
0	C=CC
1	C(O)=O
1	CO
1	C=CN
1	C(C=C)#N
1	C(N)=N
1	C(C=N)#N
1	C(C(C)C)#N
1	C(CCC)#N
1	CC(C)O
1	CCCO
1	CC(C)N
1	CCCN
1	C(CO)#N
1	C(N)=O
2	C=CNC=C
2	C(NC=C)=N
2	C=CNC(C)C
2	C=CNCCC
2	C(C(CO)O)#N
2	C=CNC(C=C)=N
2	C=CNC(C=N)=N
2	C(C(C)C)(NC=C)=N
2	C(CCC)(NC=C)=N
2	C(CO)(NC=C)=N
2	C(NC(C=C)=N)=N
2	C=CC(NC(C)C)=N
2	C=CC(NCCC)=N
2	C(NC(C=C)=N)=O
2	C=CC(N)=N
2	C(NC(C=N)=N)=N
2	C(NC(C(C)C)=N)=N
2	C(NC(CCC)=N)=N
2	C(NC(CO)=N)=N
2	C(NC=N)=N
2	C(C(NC(C)C)=N)=N
2	C(C(NCCC)=N)=N
2	C(NC(C=N)=N)=O
2	C(C(N)=N)=N
2	C(C(C)C)(NC(C)C)=N
2	C(C(C)C)(NCCC)=N
2	C(NC(C(C)C)=N)=O
2	C(C(C)C)(N)=N
2	C(CCC)(NC(C)C)=N
2	C(CCC)(NCCC)=N
2	C(NC(CCC)=N)=O
2	C(CCC)(N)=N
2	C(CO)(NC(C)C)=N
2	C(NC(C)C)=N
2	C(CO)(NCCC)=N
2	C(NCCC)=N
2	C(NC(CO)=N)=O
2	C(CO)(N)=N
2	C(NC=N)=O
2	C(C(C#N)N)#N
2	C(C(C)N)#N
2	C(CCN)#N
2	C(C(C#N)C)#N
2	C(CCC#N)#N
2	C(CN)O
2	C(C(C)O)#N
2	C(CCO)#N
2	C(C)=O
2	C(NCCN)=C
2	C(CN)NC(C)C
2	C(CN)NCCC
2	C(CN)N
2	C(C(C)NC=C)#N
2	C(CCNC=C)#N
2	C(C(C)NC(C)C)#N
2	C(C(C)NCCC)#N
2	C(CCNC(C)C)#N
2	C(CCNCCC)#N
2	CC(C)NC(C)C
2	CC(C)NCCC
2	CCCNCCC
2	C(C=O)#N
2	C=CC(N)=O
2	C(C=N)(N)=O
2	C(C(C)C)(N)=O
2	C(CCC)(N)=O
2	C(CO)(N)=O
2	C(CCNC=N)#N
2	C(CCCO)#N
2	C(C(C)CCCC#N)#N
2	C(C(C)(C)CCC#N)#N
2	C(C(CCC#N)CC)#N
2	C(CCC(C)CC#N)#N
2	C(CCCCCC#N)#N
2	C(CCCC(C)O)#N
2	C(CCC(C)(C)O)#N
2	C(CCC(CC)O)#N
2	C(CCC(C)CO)#N
2	C(CCCCCO)#N
2	C(CCCC(C)N)#N
2	C(CCC(C)(C)N)#N
2	C(CCC(CC)N)#N
2	C(CCC(C)CN)#N
2	C(CCCCCN)#N
2	C(CCC(C#N)O)#N
2	C(CCCC=C)#N
2	C
3	C(CC(C)O)=O
3	C(C(CC=O)O)#N
3	C(CCO)=O
3	CCO
3	C(C)(O)=O
3	C(C(O)=O)#N
3	C(C(C#N)NC=C)#N
3	C=CNCCO
3	C=CNCCNC=C
3	C(NCCNC(C)C)=C
3	C(NCCNCCC)=C
3	C(CCCC(C)NC=C)#N
3	C(CCC(C)(C)NC=C)#N
3	C(CCC(CC)NC=C)#N
3	C(CCC(C)CNC=C)#N
3	C(CCCCCNC=C)#N
3	C(N(C=C)C=C)=C
3	C(N(C=C)C=C)=N
3	C=CN(C=C)C(C)C
3	C=CN(C=C)CCC
3	C=CN(C=C)C(C=C)=N
3	C=CN(C=C)C(C=N)=N
3	C(C(C)C)(N(C=C)C=C)=N
3	C(CCC)(N(C=C)C=C)=N
3	C(CO)(N(C=C)C=C)=N
3	C(N(C=C)C(C=C)=N)=N
3	C=CN(C(C=C)=N)C(C)C
3	C=CN(C(C=C)=N)CCC
3	C(N(C=C)C(C=N)=N)=N
3	C(N(C(C(C)C)=N)C=C)=N
3	C(N(C(CCC)=N)C=C)=N
3	C(N(C(CO)=N)C=C)=N
3	C(N(C=N)C=C)=N
3	C=CN(C(C=N)=N)C(C)C
3	C=CN(C(C=N)=N)CCC
3	C(C(C)C)(N(C=C)C(C)C)=N
3	C(C(C)C)(N(C=C)CCC)=N
3	C(CCC)(N(C=C)C(C)C)=N
3	C(CCC)(N(C=C)CCC)=N
3	C(CO)(N(C=C)C(C)C)=N
3	C(N(C=C)C(C)C)=N
3	C(CO)(N(C=C)CCC)=N
3	C(N(C=C)CCC)=N
3	C(N(C=C)CCN)=C
3	C(N(CCN)C(C)C)=C
3	C(N(CCN)CCC)=C
3	C(C(C)N(C=C)C=C)#N
3	C(CCN(C=C)C=C)#N
3	C(C(C)N(C=C)C(C)C)#N
3	C(C(C)N(C=C)CCC)#N
3	C(CCN(C=C)C(C)C)#N
3	C(CCN(C=C)CCC)#N
3	C=CN(C(C)C)C(C)C
3	C=CN(CCC)C(C)C
3	C=CN(CCC)CCC
3	C(CCN(C=N)C=C)#N
3	C(C(CO)(C(C)O)O)#N
3	C(C(CO)(C(C#N)O)O)#N
3	C(C(CO)(CO)O)#N
3	C(C(C#N)(C(C)O)N)#N
3	C(C(C#N)(C(C#N)O)N)#N
3	C(C(C#N)(CO)N)#N
3	C(C(CN)C(C)O)#N
3	C(C(CN)C(C#N)O)#N
3	C(C(CO)CN)#N
3	C(C(C#N)(C)C(C)O)#N
3	C(C(C#N)(C)C(C#N)O)#N
3	C(C(C#N)(C)CO)#N
3	C(C(CO)C(C)O)#N
3	C(C(CO)C(C#N)O)#N
3	C(C(CO)CO)#N
3	C(C(CNC=C)C(C)O)#N
3	C(C(CNC(C)C)C(C)O)#N
3	C(C(CNCCC)C(C)O)#N
3	C(C(CNC=N)C(C)O)#N
3	C(C(CNC=C)C(C#N)O)#N
3	C(C(CO)CNC=C)#N
3	C(C(CNC(C)C)C(C#N)O)#N
3	C(C(CO)CNC(C)C)#N
3	C(C(CNCCC)C(C#N)O)#N
3	C(C(CO)CNCCC)#N
3	C(C(CNC=N)C(C#N)O)#N
3	C(C(CO)CNC=N)#N
3	C(C(C(C)O)O)(NC=C)=N
3	C(C(C(C(NC=C)=N)O)O)#N
3	C(C(CO)O)(NC=C)=N
3	C(NC(C(C(C)O)O)=N)=N
3	C(C(C(C(NC=N)=N)O)O)#N
3	C(NC(C(CO)O)=N)=N
3	C(C(C(C)O)O)(NC(C)C)=N
3	C(C(C(C(NC(C)C)=N)O)O)#N
3	C(C(CO)O)(NC(C)C)=N
3	C(C(C(C)O)O)(NCCC)=N
3	C(C(C(C(NCCC)=N)O)O)#N
3	C(C(CO)O)(NCCC)=N
3	C(NC(C(C(C)O)O)=N)=O
3	C(C(C(C(NC=O)=N)O)O)#N
3	C(NC(C(CO)O)=N)=O
3	C(C(C(C)O)O)(N)=N
3	C(C(C(C(N)=N)O)O)#N
3	C(C(CO)O)(N)=N
3	C(C(C)(C(C)O)N)#N
3	C(C(C)(C(C#N)O)N)#N
3	C(C(C)(CO)N)#N
3	C(C(C)(C(C)O)O)#N
3	C(C(C)(C(C#N)O)O)#N
3	C(C(CO)(C)O)#N
3	C(C(C)(C(C)O)NC=C)#N
3	C(C(C)(C(C)O)NC(C)C)#N
3	C(C(C)(C(C)O)NCCC)#N
3	C(C(C(C)O)O)(N)=O
3	C(C(CCC#N)(C(C)O)O)#N
3	C(C(C(C)O)O)#N
3	C(C(C)(C(C#N)O)NC=C)#N
3	C(C(C)(CO)NC=C)#N
3	C(C(C)(C(C#N)O)NC(C)C)#N
3	C(C(C)(CO)NC(C)C)#N
3	C(C(C)(C(C#N)O)NCCC)#N
3	C(C(C)(CO)NCCC)#N
3	C(C(C(C(N)=O)O)O)#N
3	C(CCC(C#N)(C(C#N)O)O)#N
3	C(C(C(C#N)O)O)#N
3	C(C(CO)O)(N)=O
3	C(C(CO)(CCC#N)O)#N
3	C1(CCCC(C)N1)=N
3	C1(CCC(C)(C)N1)=N
3	C1(CCC(CC)N1)=N
3	C1(CCC(C)CN1)=N
3	C1(CCCCCN1)=N
3	C(C(CO)O)(N(C=C)C=C)=N
3	C(C(C(N(C=C)C=C)=N)N)#N
3	C(C(C)N)(N(C=C)C=C)=N
3	C(CCN)(N(C=C)C=C)=N
3	C(C(C(N(C=C)C=C)=N)C)#N
3	C(CCC(N(C=C)C=C)=N)#N
3	C(C(C)O)(N(C=C)C=C)=N
3	C(CCO)(N(C=C)C=C)=N
3	C(C(C)NC=C)(N(C=C)C=C)=N
3	C(CCNC=C)(N(C=C)C=C)=N
3	C(C(C)NC(C)C)(N(C=C)C=C)=N
3	C(C(C)NCCC)(N(C=C)C=C)=N
3	C(CCNC(C)C)(N(C=C)C=C)=N
3	C(CCNCCC)(N(C=C)C=C)=N
3	C=CN(C=C)C(C=O)=N
3	C(CCNC=N)(N(C=C)C=C)=N
3	C(CCCO)(N(C=C)C=C)=N
3	C(CCCC(C(N(C=C)C=C)=N)C)#N
3	C(C(C)CCCC(N(C=C)C=C)=N)#N
3	C(CCC(C(N(C=C)C=C)=N)(C)C)#N
3	C(C(C)(C)CCC(N(C=C)C=C)=N)#N
3	C(CCC(C(N(C=C)C=C)=N)CC)#N
3	C(C(CCC(N(C=C)C=C)=N)CC)#N
3	C(CCC(C)CC(N(C=C)C=C)=N)#N
3	C(CC(C)CCC(N(C=C)C=C)=N)#N
3	C(CCCCCC(N(C=C)C=C)=N)#N
3	C(CCCC(C)O)(N(C=C)C=C)=N
3	C(CCC(C)(C)O)(N(C=C)C=C)=N
3	C(CCC(CC)O)(N(C=C)C=C)=N
3	C(CCC(C)CO)(N(C=C)C=C)=N
3	C(CCCCCO)(N(C=C)C=C)=N
3	C(CCCC(C)N)(N(C=C)C=C)=N
3	C(CCC(C)(C)N)(N(C=C)C=C)=N
3	C(CCC(CC)N)(N(C=C)C=C)=N
3	C(CCC(C)CN)(N(C=C)C=C)=N
3	C(CCCCCN)(N(C=C)C=C)=N
3	C(CCC(C(N(C=C)C=C)=N)O)#N
3	C(C(CCC(N(C=C)C=C)=N)O)#N
3	C(CCCC=C)(N(C=C)C=C)=N
3	C(N(C(C(CO)O)=N)C=C)=N
3	C(C(C(N(C=N)C=C)=N)N)#N
3	C(N(C(C(C)N)=N)C=C)=N
3	C(N(C(CCN)=N)C=C)=N
3	C(C(C(N(C=N)C=C)=N)C)#N
3	C(CCC(N(C=N)C=C)=N)#N
3	C(N(C(C(C)O)=N)C=C)=N
3	C(N(C(CCO)=N)C=C)=N
3	C(N(C(C(C)NC=C)=N)C=C)=N
3	C(N(C(CCNC=C)=N)C=C)=N
3	C(N(C(C(C)NC(C)C)=N)C=C)=N
3	C(N(C(C(C)NCCC)=N)C=C)=N
3	C(N(C(CCNC(C)C)=N)C=C)=N
3	C(N(C(CCNCCC)=N)C=C)=N
3	C(N(C=C)C(C=O)=N)=N
3	C(N(C(CCNC=N)=N)C=C)=N
3	C(N(C(CCCO)=N)C=C)=N
3	C(CCCC(C(N(C=N)C=C)=N)C)#N
3	C(C(C)CCCC(N(C=N)C=C)=N)#N
3	C(CCC(C(N(C=N)C=C)=N)(C)C)#N
3	C(C(C)(C)CCC(N(C=N)C=C)=N)#N
3	C(CCC(C(N(C=N)C=C)=N)CC)#N
3	C(C(CCC(N(C=N)C=C)=N)CC)#N
3	C(CCC(C)CC(N(C=N)C=C)=N)#N
3	C(CC(C)CCC(N(C=N)C=C)=N)#N
3	C(CCCCCC(N(C=N)C=C)=N)#N
3	C(N(C(CCCC(C)O)=N)C=C)=N
3	C(N(C(CCC(C)(C)O)=N)C=C)=N
3	C(N(C(CCC(CC)O)=N)C=C)=N
3	C(N(C(CCC(C)CO)=N)C=C)=N
3	C(N(C(CCCCCO)=N)C=C)=N
3	C(N(C(CCCC(C)N)=N)C=C)=N
3	C(N(C(CCC(C)(C)N)=N)C=C)=N
3	C(N(C(CCC(CC)N)=N)C=C)=N
3	C(N(C(CCC(C)CN)=N)C=C)=N
3	C(N(C(CCCCCN)=N)C=C)=N
3	C(CCC(C(N(C=N)C=C)=N)O)#N
3	C(C(CCC(N(C=N)C=C)=N)O)#N
3	C(N(C(CCCC=C)=N)C=C)=N
3	C(C(CO)O)(N(C=C)C(C)C)=N
3	C(C(C(N(C=C)C(C)C)=N)N)#N
3	C(C(C)N)(N(C=C)C(C)C)=N
3	C(CCN)(N(C=C)C(C)C)=N
3	C(C(C(N(C=C)C(C)C)=N)C)#N
3	C(CCC(N(C=C)C(C)C)=N)#N
3	C(C(C)O)(N(C=C)C(C)C)=N
3	C(CCO)(N(C=C)C(C)C)=N
3	C(C(C)NC=C)(N(C=C)C(C)C)=N
3	C(CCNC=C)(N(C=C)C(C)C)=N
3	C(C(C)NC(C)C)(N(C=C)C(C)C)=N
3	C(C(C)NCCC)(N(C=C)C(C)C)=N
3	C(CCNC(C)C)(N(C=C)C(C)C)=N
3	C(CCNCCC)(N(C=C)C(C)C)=N
3	C=CN(C(C=O)=N)C(C)C
3	C(CCNC=N)(N(C=C)C(C)C)=N
3	C(CCCO)(N(C=C)C(C)C)=N
3	C(CCCC(C)O)(N(C=C)C(C)C)=N
3	C(CCC(C)(C)O)(N(C=C)C(C)C)=N
3	C(CCC(CC)O)(N(C=C)C(C)C)=N
3	C(CCC(C)CO)(N(C=C)C(C)C)=N
3	C(CCCCCO)(N(C=C)C(C)C)=N
3	C(CCCC(C)N)(N(C=C)C(C)C)=N
